,fips,country,state,county,level,lat,locationId,long,population,metrics.testPositivityRatio,metrics.testPositivityRatioDetails.source,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,metrics.icuHeadroomRatio,metrics.icuHeadroomDetails,metrics.icuCapacityRatio,riskLevels.overall,riskLevels.testPositivityRatio,riskLevels.caseDensity,riskLevels.contactTracerCapacityRatio,riskLevels.infectionRate,riskLevels.icuHeadroomRatio,riskLevels.icuCapacityRatio,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,actuals.hospitalBeds.typicalUsageRate,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,actuals.icuBeds.typicalUsageRate,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,lastUpdatedDate,url,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered
200,48401,US,TX,Rusk County,county,,iso1:us#iso2:us-tx#fips:48401,,54406,0.0851,other,7.877282442587741,,0.819490812129,0.8098922243010002,inf,,,1,1,1,4,0,4,4,3878,105,,,,96.0,12.0,0,0.3,0.0,,1,,4,,8604,5605,2021-04-05,https://covidactnow.org/us/texas-tx/county/rusk_county,0.15814432231739148,0.10302172554497666,0,13411
201,48403,US,TX,Sabine County,county,,iso1:us#iso2:us-tx#fips:48403,,10542,0.08,other,2.7102474455917824,,0.89986563969,1.2428872722800002,0.46113306982872204,,,1,1,1,4,0,0,4,509,43,,,,25.0,3.0,1,0.14,4.0,4.0,1,,0,,2620,1849,2021-04-05,https://covidactnow.org/us/texas-tx/county/sabine_county,0.24852969076076645,0.1753936634414722,0,4293
202,48405,US,TX,San Augustine County,county,,iso1:us#iso2:us-tx#fips:48405,,8237,0.2917,other,5.203003867566208,,,,,,,3,3,1,4,4,4,4,553,32,,,,18.0,1.0,1,0.19,1.0,1.0,0,,0,,2149,1274,2021-04-05,https://covidactnow.org/us/texas-tx/county/san_augustine_county,0.2608959572659949,0.15466796163651814,0,3358
203,48407,US,TX,San Jacinto County,county,,iso1:us#iso2:us-tx#fips:48407,,28859,0.0796,other,9.90035294758258,,0.6617866871379999,0.7464017097419999,,,,1,1,1,4,0,4,4,1166,34,,,,,,2,,,,2,,1,,4846,3210,2021-04-05,https://covidactnow.org/us/texas-tx/county/san_jacinto_county,0.16791988634394814,0.1112304653660903,0,7598
204,48409,US,TX,San Patricio County,county,,iso1:us#iso2:us-tx#fips:48409,,66730,0.124,other,17.768833893515446,,1.13293009885,0.73035036155,inf,,,2,2,2,4,2,4,4,4235,146,,,,75.0,,8,,0.0,,2,,0,,17039,11265,2021-04-05,https://covidactnow.org/us/texas-tx/county/san_patricio_county,0.2553424246965383,0.16881462610520007,0,27427
205,48411,US,TX,San Saba County,county,,iso1:us#iso2:us-tx#fips:48411,,6055,0.0767,other,5.5050922102945234,,1.03945134207,1.2492942949700003,,,,1,1,1,4,1,4,4,797,23,,,,,,0,,,,0,,0,,970,482,2021-04-05,https://covidactnow.org/us/texas-tx/county/san_saba_county,0.1601981833195706,0.0796036333608588,0,1423
206,48413,US,TX,Schleicher County,county,,iso1:us#iso2:us-tx#fips:48413,,2793,,other,0.0,,,,,,,0,4,0,4,4,4,4,233,6,,,,14.0,1.0,1,,0.0,,0,,0,,738,546,2021-04-05,https://covidactnow.org/us/texas-tx/county/schleicher_county,0.26423200859291085,0.19548872180451127,0,1251
207,48415,US,TX,Scurry County,county,,iso1:us#iso2:us-tx#fips:48415,,16703,0.0448,other,13.684453605425885,,1.11654271201,0.81081748486,,,,2,1,2,4,2,4,4,2384,62,,,,25.0,10.0,1,0.29,0.0,,0,,1,,3457,2473,2021-04-05,https://covidactnow.org/us/texas-tx/county/scurry_county,0.20696880799856315,0.14805723522720468,0,5824
208,48417,US,TX,Shackelford County,county,,iso1:us#iso2:us-tx#fips:48417,,3265,,other,0.0,,,,,,,0,4,0,4,4,4,4,255,5,,,,,,0,,,,0,,0,,819,498,2021-04-05,https://covidactnow.org/us/texas-tx/county/shackelford_county,0.2508422664624809,0.15252679938744254,0,1284
209,48419,US,TX,Shelby County,county,,iso1:us#iso2:us-tx#fips:48419,,25274,0.0132,other,11.30467222102895,,0.970029659667,0.8881855505230002,,,,2,0,2,4,1,4,4,1608,66,,,,,,2,,,,1,,1,,3973,2813,2021-04-05,https://covidactnow.org/us/texas-tx/county/shelby_county,0.1571971195695181,0.11130015035214054,0,6470
210,48421,US,TX,Sherman County,county,,iso1:us#iso2:us-tx#fips:48421,,3022,,other,0.0,,,,,,,0,4,0,4,4,4,4,210,12,,,,,,0,,,,0,,0,,715,496,2021-04-05,https://covidactnow.org/us/texas-tx/county/sherman_county,0.2365982792852416,0.16412971542025148,0,1203
211,48423,US,TX,Smith County,county,,iso1:us#iso2:us-tx#fips:48423,,232751,0.0382,other,7.30394284020262,,0.773096585236,0.3474013860840001,0.1167795220515525,,0.4116541353383459,1,1,1,4,0,0,0,19573,448,,,,1363.0,708.0,35,0.73,266.0,109.0,7,0.44,0,,54060,31845,2021-04-05,https://covidactnow.org/us/texas-tx/county/smith_county,0.2322653823184433,0.1368200351448544,1,84867
212,48425,US,TX,Somervell County,county,,iso1:us#iso2:us-tx#fips:48425,,9128,0.0833,other,6.260172780768748,,0.970067807549,1.3840562200509998,,,,1,1,1,4,1,4,4,1056,14,,,,16.0,3.0,1,0.14,0.0,0.0,0,,0,,2433,1631,2021-04-05,https://covidactnow.org/us/texas-tx/county/somervell_county,0.2665425065731814,0.17868098159509202,0,3851
213,48427,US,TX,Starr County,county,,iso1:us#iso2:us-tx#fips:48427,,64633,0.0884,other,7.514958082005875,,0.657764883813,0.396152205407,0.3623188405797102,,1.0,1,1,1,4,0,0,3,9307,290,,,,48.0,20.0,1,0.19,6.0,6.0,1,,0,,25960,17089,2021-04-05,https://covidactnow.org/us/texas-tx/county/starr_county,0.40165240666532576,0.2644005384246438,1,39856
214,48429,US,TX,Stephens County,county,,iso1:us#iso2:us-tx#fips:48429,,9366,0.0556,other,6.101095146578811,,0.88561827479,1.00255598115,,,,1,1,1,4,0,4,4,770,25,,,,40.0,2.0,0,0.2,0.0,,0,,0,,1863,1224,2021-04-05,https://covidactnow.org/us/texas-tx/county/stephens_county,0.19891095451633567,0.13068545803971812,0,2814
215,48431,US,TX,Sterling County,county,,iso1:us#iso2:us-tx#fips:48431,,1291,,other,0.0,,,,,,,0,4,0,4,4,4,4,107,4,,,,,,0,,,,0,,0,,317,195,2021-04-05,https://covidactnow.org/us/texas-tx/county/sterling_county,0.2455460883036405,0.15104570100697134,0,511
216,48433,US,TX,Stonewall County,county,,iso1:us#iso2:us-tx#fips:48433,,1350,,other,0.0,,,,,,,0,4,0,4,4,4,4,156,6,,,,20.0,1.0,2,0.14,0.0,,0,,0,,371,309,2021-04-05,https://covidactnow.org/us/texas-tx/county/stonewall_county,0.2748148148148148,0.2288888888888889,0,653
217,48435,US,TX,Sutton County,county,,iso1:us#iso2:us-tx#fips:48435,,3776,,other,7.566585956416464,,0.8429291792110001,1.2984187403390002,,,,1,4,1,4,0,4,4,478,8,,,,12.0,2.0,2,0.1,11.0,10.0,0,,1,,1102,494,2021-04-05,https://covidactnow.org/us/texas-tx/county/sutton_county,0.2918432203389831,0.1308262711864407,0,1585
218,48437,US,TX,Swisher County,county,,iso1:us#iso2:us-tx#fips:48437,,7397,0.0303,other,13.518994186832499,,1.1020013726200002,0.8907052265899995,,,,2,1,2,4,2,4,4,793,17,,,,20.0,6.0,0,0.21,0.0,,0,,0,,1683,1301,2021-04-05,https://covidactnow.org/us/texas-tx/county/swisher_county,0.22752467216439096,0.17588211437069082,0,2698
219,48439,US,TX,Tarrant County,county,,iso1:us#iso2:us-tx#fips:48439,,2102515,0.055,other,8.731040138663866,,0.872110842302,0.09999999999999998,0.1581650374492289,,0.7649006622516556,1,1,1,4,0,0,1,250981,3300,,,,7101.0,768.0,31,0.68,151.0,115.0,9,0.65,237,,479636,313264,2021-04-05,https://covidactnow.org/us/texas-tx/county/tarrant_county,0.2281248885263601,0.14899489421002945,0,779919
220,48441,US,TX,Taylor County,county,,iso1:us#iso2:us-tx#fips:48441,,138034,0.0479,other,3.4153076157220066,,0.660499117159,0.6965898495109999,0.2790834312365024,,0.8581081081560445,1,1,1,4,0,0,3,15499,395,,,,946.0,389.0,10,0.52,42.0,36.0,5,,0,,36622,23915,2021-04-05,https://covidactnow.org/us/texas-tx/county/taylor_county,0.2653114450063028,0.17325441557877044,0,59550
221,48443,US,TX,Terrell County,county,,iso1:us#iso2:us-tx#fips:48443,,776,,other,18.40942562592047,,,,,,,2,4,2,4,4,4,4,75,2,,,,,,0,,,,0,,0,,343,254,2021-04-05,https://covidactnow.org/us/texas-tx/county/terrell_county,0.4420103092783505,0.32731958762886604,0,586
222,48445,US,TX,Terry County,county,,iso1:us#iso2:us-tx#fips:48445,,12337,0.025,other,0.0,,0.954893186131,1.3197718213689995,,,,0,0,0,4,1,4,4,1686,55,,,,45.0,5.0,0,0.18,0.0,,0,,0,,3363,2500,2021-04-05,https://covidactnow.org/us/texas-tx/county/terry_county,0.2725946340277215,0.20264245764772634,0,5574
223,48447,US,TX,Throckmorton County,county,,iso1:us#iso2:us-tx#fips:48447,,1501,,other,0.0,,,,,,,0,4,0,4,4,4,4,73,5,,,,14.0,0.0,1,0.07,0.0,,0,,0,,505,415,2021-04-05,https://covidactnow.org/us/texas-tx/county/throckmorton_county,0.33644237175216524,0.2764823451032645,0,912
224,48449,US,TX,Titus County,county,,iso1:us#iso2:us-tx#fips:48449,,32750,0.0227,other,2.1810250817884405,,0.830120970601,0.994865815619,0.13742556110817802,,0.3728813555300201,1,0,1,4,0,0,0,3662,84,,,,174.0,42.0,1,0.62,8.0,3.0,0,0.47,1,,4920,3042,2021-04-05,https://covidactnow.org/us/texas-tx/county/titus_county,0.1502290076335878,0.0928854961832061,0,7688
225,48451,US,TX,Tom Green County,county,,iso1:us#iso2:us-tx#fips:48451,,119200,0.0218,other,4.674017257909876,,0.73539467434,0.6291449275500001,0.06820765464190982,,0.5344827586206896,1,0,1,4,0,0,0,16604,267,,,,692.0,207.0,2,0.48,29.0,15.0,1,0.56,0,,32640,22947,2021-04-05,https://covidactnow.org/us/texas-tx/county/tom_green_county,0.2738255033557047,0.19250838926174496,0,55169
226,48453,US,TX,Travis County,county,,iso1:us#iso2:us-tx#fips:48453,,1273954,0.0448,other,6.571217305670825,,0.92683294777,0.16105736314999985,0.263552902435088,,0.9154411764705882,1,1,1,4,1,0,3,79493,957,,,,3904.0,1131.0,51,0.73,136.0,124.0,20,0.67,0,,380134,203859,2021-04-05,https://covidactnow.org/us/texas-tx/county/travis_county,0.2983891098108723,0.1600206914849359,0,568318
227,48455,US,TX,Trinity County,county,,iso1:us#iso2:us-tx#fips:48455,,14651,0.036000000000000004,other,3.900270093703989,,0.8258911276700001,1.0526863101100001,,,,1,1,1,4,0,4,4,713,23,,,,45.0,,1,,0.0,,0,,0,,3052,2203,2021-04-05,https://covidactnow.org/us/texas-tx/county/trinity_county,0.20831342570473005,0.15036516278752304,0,5070
228,48457,US,TX,Tyler County,county,,iso1:us#iso2:us-tx#fips:48457,,21672,0.0185,other,11.865211200759376,,0.84641911444,0.8893187193199998,0.5072463768115943,,,2,0,2,4,0,1,4,1265,37,,,,49.0,4.0,0,0.09,4.0,3.0,1,,0,,3926,2877,2021-04-05,https://covidactnow.org/us/texas-tx/county/tyler_county,0.18115540789959395,0.13275193798449614,0,6700
229,48459,US,TX,Upshur County,county,,iso1:us#iso2:us-tx#fips:48459,,41753,0.0455,other,5.132223176435568,,0.978974575243,0.9042091772070002,,,,1,1,1,4,1,4,4,3209,70,,,,,,3,,,,1,,0,,6565,4832,2021-04-05,https://covidactnow.org/us/texas-tx/county/upshur_county,0.1572342107153977,0.11572821114650444,0,10993
230,48461,US,TX,Upton County,county,,iso1:us#iso2:us-tx#fips:48461,,3657,,other,0.0,,0.877297255713,1.300186318257,0.0,,,0,4,0,4,0,0,4,381,9,,,,29.0,32.0,1,0.1,8.0,6.0,0,,0,,1035,874,2021-04-05,https://covidactnow.org/us/texas-tx/county/upton_county,0.2830188679245283,0.2389937106918239,0,1903
231,48463,US,TX,Uvalde County,county,,iso1:us#iso2:us-tx#fips:48463,,26741,0.056,other,12.287178062579134,,1.08905161272,0.7378446190200001,0.27450980364705885,,0.375,2,1,2,4,1,0,0,3532,70,,,,25.0,15.0,1,0.66,8.0,3.0,1,0.36,5,,8736,6008,2021-04-05,https://covidactnow.org/us/texas-tx/county/uvalde_county,0.32668935342732136,0.2246737219999252,0,14520
232,48465,US,TX,Val Verde County,county,,iso1:us#iso2:us-tx#fips:48465,,49025,0.0143,other,6.119326874043856,,0.789363634867,0.8946715777230001,,,,1,0,1,4,0,4,4,7797,213,,,,93.0,15.0,3,0.45,8.0,1.0,1,0.77,0,,12724,6649,2021-04-05,https://covidactnow.org/us/texas-tx/county/val_verde_county,0.2595410504844467,0.13562468128505864,0,18824
233,48467,US,TX,Van Zandt County,county,,iso1:us#iso2:us-tx#fips:48467,,56590,0.0958,other,6.815944260722492,,0.7595405703010001,0.7345526620589999,inf,,,1,1,1,4,0,4,4,4126,114,,,,52.0,,4,,0.0,,1,,0,,10486,6597,2021-04-05,https://covidactnow.org/us/texas-tx/county/van_zandt_county,0.1852977557872416,0.11657536667255697,0,16343
234,48469,US,TX,Victoria County,county,,iso1:us#iso2:us-tx#fips:48469,,92084,0.1153,other,13.186717717363651,,1.04352698562,0.6077616170800001,0.2776713903411069,,0.4791666666666667,2,2,2,4,1,0,0,8170,197,,,,726.0,55.0,9,0.42,24.0,11.0,3,0.65,0,,20061,12841,2021-04-05,https://covidactnow.org/us/texas-tx/county/victoria_county,0.2178554363407324,0.1394487641718431,0,32284
235,48471,US,TX,Walker County,county,,iso1:us#iso2:us-tx#fips:48471,,72971,0.0633,other,26.03774102040537,,1.18544816047,0.40001780624,0.4934210510493614,,0.8815789437569252,3,1,3,4,2,0,3,8619,123,,,,123.0,61.0,13,0.61,10.0,9.0,3,0.49,6,,13335,7562,2021-04-05,https://covidactnow.org/us/texas-tx/county/walker_county,0.18274382974058187,0.10363020926121336,0,19760
236,48473,US,TX,Waller County,county,,iso1:us#iso2:us-tx#fips:48473,,55246,0.0603,other,12.41201690102968,,0.685019215945,0.4817533715050001,,,,2,1,2,4,0,4,4,3881,45,,,,,,9,,,,2,,1,,8763,5407,2021-04-05,https://covidactnow.org/us/texas-tx/county/waller_county,0.15861781848459616,0.0978713391014734,0,13576
237,48475,US,TX,Ward County,county,,iso1:us#iso2:us-tx#fips:48475,,11998,0.125,other,3.5720239087466954,,0.943562737559,1.0848020521709998,,,,2,2,1,4,1,4,4,1159,23,,,,25.0,25.0,0,0.27,0.0,,0,,0,,3177,2626,2021-04-05,https://covidactnow.org/us/texas-tx/county/ward_county,0.26479413235539256,0.21886981163527253,0,5660
238,48477,US,TX,Washington County,county,,iso1:us#iso2:us-tx#fips:48477,,35882,0.0604,other,19.90651898683781,,0.8125094706910001,0.6677124208889997,0.1941747572815534,,,2,1,2,4,0,0,4,3860,89,,,,60.0,13.0,3,0.22,5.0,,1,0.18,0,,8404,6273,2021-04-05,https://covidactnow.org/us/texas-tx/county/washington_county,0.2342121397915389,0.174823031046207,0,14393
239,48479,US,TX,Webb County,county,,iso1:us#iso2:us-tx#fips:48479,,276652,0.0419,other,7.280936751896657,,1.1386298276,0.3644957656400001,0.2028489002392165,,0.4642857142857143,2,1,1,4,2,0,0,43244,820,,,,569.0,20.0,10,0.68,14.0,6.0,6,0.74,0,,97866,55577,2021-04-05,https://covidactnow.org/us/texas-tx/county/webb_county,0.3537512832005552,0.2008913725546896,0,148052
240,48481,US,TX,Wharton County,county,,iso1:us#iso2:us-tx#fips:48481,,41556,0.1059,other,10.313105894971331,,0.7422809731929999,0.714861600817,,,0.3076923072781065,2,2,2,4,0,4,0,3939,112,,,,49.0,10.0,0,0.28,3.0,1.0,1,0.07,3,,8941,4940,2021-04-05,https://covidactnow.org/us/texas-tx/county/wharton_county,0.21515545288285687,0.11887573394936952,0,12792
241,48483,US,TX,Wheeler County,county,,iso1:us#iso2:us-tx#fips:48483,,5056,,other,6.5928270042194095,,1.12993095778,1.0012024465699998,,,,2,4,1,4,2,4,4,488,10,,,,41.0,4.0,0,0.07,49.0,48.0,38,,0,,1223,1035,2021-04-05,https://covidactnow.org/us/texas-tx/county/wheeler_county,0.2418908227848101,0.20470727848101267,0,2098
242,48485,US,TX,Wichita County,county,,iso1:us#iso2:us-tx#fips:48485,,132230,0.0111,other,3.4571795896759974,,0.696120672152,0.597532095948,0.16233766233766234,,0.6682027645161289,1,0,1,4,0,0,0,14840,369,,,,840.0,235.0,7,0.7,31.0,20.0,3,0.65,0,,31334,22009,2021-04-05,https://covidactnow.org/us/texas-tx/county/wichita_county,0.23696589276261054,0.16644483097632912,0,50935
243,48487,US,TX,Wilbarger County,county,,iso1:us#iso2:us-tx#fips:48487,,12769,0.0446,other,8.950247809986239,,1.05275470909,1.2325650453,,,0.285714285,1,1,1,4,1,4,0,1891,55,,,,687.0,10.0,0,0.19,4.0,1.0,1,,0,,4331,3609,2021-04-05,https://covidactnow.org/us/texas-tx/county/wilbarger_county,0.339180828569191,0.28263763802960296,0,7217
244,48489,US,TX,Willacy County,county,,iso1:us#iso2:us-tx#fips:48489,,21358,0.0535,other,8.695303198533841,,0.673388907682,0.8431922829880001,,,,1,1,1,4,0,4,4,2560,87,,,,,,3,,,,1,,2,,6500,4506,2021-04-05,https://covidactnow.org/us/texas-tx/county/willacy_county,0.3043356119486844,0.21097481037550334,0,10867
245,48491,US,TX,Williamson County,county,,iso1:us#iso2:us-tx#fips:48491,,590551,0.0498,other,10.934098591218808,,0.862966402848,0.19993285022200014,0.17690417667175776,,0.75,2,1,2,4,0,0,1,43275,454,,,,1104.0,137.0,8,0.67,18.0,13.0,2,0.66,0,,161337,85645,2021-04-05,https://covidactnow.org/us/texas-tx/county/williamson_county,0.27319740378053714,0.14502557780784384,0,239294
246,48493,US,TX,Wilson County,county,,iso1:us#iso2:us-tx#fips:48493,,51070,0.0312,other,4.4756496685221965,,0.6849184115189999,0.7579728096910001,0.3600360036576385,,0.5,1,1,1,4,0,0,0,3993,66,,,,44.0,14.0,0,0.2,4.0,2.0,0,0.2,0,,11633,7160,2021-04-05,https://covidactnow.org/us/texas-tx/county/wilson_county,0.2277853925983944,0.1401997258664578,0,17739
247,48495,US,TX,Winkler County,county,,iso1:us#iso2:us-tx#fips:48495,,8010,0.3333,other,12.484394506866414,,1.03818328387,1.0048894513700002,,,,3,3,2,4,1,4,4,750,21,,,,19.0,2.0,0,0.12,0.0,,0,,0,,1845,1510,2021-04-05,https://covidactnow.org/us/texas-tx/county/winkler_county,0.2303370786516854,0.18851435705368288,0,3193
248,48497,US,TX,Wise County,county,,iso1:us#iso2:us-tx#fips:48497,,69984,0.0385,other,9.389901365210006,,0.8854493914880001,0.638543247792,,,0.6598639476190475,1,1,1,4,0,4,0,7186,116,,,,180.0,94.0,1,0.68,21.0,13.0,1,0.69,0,,13021,9441,2021-04-05,https://covidactnow.org/us/texas-tx/county/wise_county,0.18605681298582533,0.1349022633744856,0,21591
249,48499,US,TX,Wood County,county,,iso1:us#iso2:us-tx#fips:48499,,45539,0.0528,other,3.7644342525872636,,0.7643016637000001,0.8209363305699999,1.9021739130434785,,,1,1,1,4,0,3,4,3348,124,,,,50.0,27.0,1,0.32,1.0,0.0,1,,0,,9940,6780,2021-04-05,https://covidactnow.org/us/texas-tx/county/wood_county,0.21827444607918486,0.1488833746898263,1,15997
250,48501,US,TX,Yoakum County,county,,iso1:us#iso2:us-tx#fips:48501,,8713,0.1667,other,3.2791723369021657,,1.91161071615,1.3521870011799997,,,,3,2,1,4,3,4,4,867,27,,,,24.0,4.0,2,0.18,0.0,,0,,0,,2147,1403,2021-04-05,https://covidactnow.org/us/texas-tx/county/yoakum_county,0.2464134052565133,0.16102375760358087,0,3156
251,48503,US,TX,Young County,county,,iso1:us#iso2:us-tx#fips:48503,,18010,0.0952,other,9.254118082546734,,1.1340119590200002,1.18195449392,0.0,,,2,1,1,4,2,0,4,2138,44,,,,50.0,8.0,0,0.28,9.0,3.0,1,,0,,4456,3071,2021-04-05,https://covidactnow.org/us/texas-tx/county/young_county,0.2474181010549695,0.1705163797890061,0,7020
252,48505,US,TX,Zapata County,county,,iso1:us#iso2:us-tx#fips:48505,,14179,0.0256,other,2.0150524417397957,,0.772664877244,1.2765322073060004,,,,1,0,1,4,0,4,4,1761,31,,,,,,1,,,,0,,0,,5301,3256,2021-04-05,https://covidactnow.org/us/texas-tx/county/zapata_county,0.3738627547781931,0.2296353762606672,0,8055
253,48507,US,TX,Zavala County,county,,iso1:us#iso2:us-tx#fips:48507,,11840,0.0128,other,0.0,,0.746610942431,1.077568378289,,,,0,0,0,4,0,4,4,1825,43,,,,,,1,,,,0,,0,,3702,2453,2021-04-05,https://covidactnow.org/us/texas-tx/county/zavala_county,0.3126689189189189,0.20717905405405404,0,6140
